2.070003185307202898e-01,4.442767366163766773e-01
1.456857504179043805e-01,5.838512226648159276e-01
1.491876694246547508e-01,5.260312990603392969e-01
1.668229488581603470e-01,5.274815444036035084e-01
1.275159170845747425e-01,5.780966638804774238e-01
1.995750005303197905e-01,5.688848565525166379e-01
1.880928830400414309e-01,5.397593371956606045e-01
1.354768045175280267e-01,5.378182001077922436e-01
1.086296210038522891e-01,5.613565951163829171e-01
1.736509982528302576e-01,4.920068035642392035e-01
1.745709879857390012e-01,4.937830565865470867e-01
1.117718019495803627e-01,5.807334842307259049e-01
1.927009137754243651e-01,4.994763853675300846e-01
1.555406807352638920e-01,4.936936693198417658e-01
1.688580486658855517e-01,5.327025229274343632e-01
1.907651821722157193e-01,4.899850725600609080e-01
1.065268634667521502e-01,5.550761720355461559e-01
1.397411038557498097e-01,5.667517847384586638e-01
1.905854425244676298e-01,4.920728499549207879e-01
1.678995086018481298e-01,5.261992837394333655e-01
1.397741093957352576e-01,5.596426007252268686e-01
1.993084127303318132e-01,4.680489460147658765e-01
1.431655635049259301e-01,4.973565472856596448e-01
1.651940854563323235e-01,5.197490144498144726e-01
1.902289485443095507e-01,4.420986380654587933e-01
1.610253058477921217e-01,5.075316692939784158e-01
1.592865432893062205e-01,5.707792564350998576e-01
1.505558566601565562e-01,5.421211664129932384e-01
1.806264182166024135e-01,5.121416077021367919e-01
1.644159302267890477e-01,4.678697350387807652e-01
1.480468677738024097e-01,5.145149638816307602e-01
1.549342327293098120e-01,5.442835860165646800e-01
2.099676942157263637e-01,4.505627707979832919e-01
1.412777138313983383e-01,5.603546135909832637e-01
1.648634973754985189e-01,5.263239891095350398e-01
1.486126334039847563e-01,5.240799244033947923e-01
1.936318811102605841e-01,5.002437007872213570e-01
1.626923183491931491e-01,5.766793815910827847e-01
1.964728488069280021e-01,4.597724418647892719e-01
1.533742802868980903e-01,5.458511253705582433e-01
1.876335517561092681e-01,4.792986018940645354e-01
1.148739987895263520e-01,5.179606138062823328e-01
1.610126260369627305e-01,5.113157476765616272e-01
2.467962463507753779e-01,4.737220262200554366e-01
1.762704948222138801e-01,5.431926907349581279e-01
1.707353195347784680e-01,5.446068009021749479e-01
2.100408223240523842e-01,4.900777292646010808e-01
1.309247139601007470e-01,5.212477313009949986e-01
1.732042306218034844e-01,5.354143031357750937e-01
2.211718563536241022e-01,4.696591383716720580e-01
1.346468410478581790e-01,5.309395122924266408e-01
1.785674118423762058e-01,5.054581060197579356e-01
1.929804849998116856e-01,4.980319712954361377e-01
1.758947443920939602e-01,5.596129952080666214e-01
1.734155199979426354e-01,5.445577230740418218e-01
2.038830398943344002e-01,4.778411344472635602e-01
1.833198746127512324e-01,5.278966187493223661e-01
2.348908298461529764e-01,4.529758396295760492e-01
1.849294449820607644e-01,4.770270762954628152e-01
1.477258509999179736e-01,5.928108250082934072e-01
1.607231872469971068e-01,5.042693338311240447e-01
1.936763210121170697e-01,4.948134064855131409e-01
1.899555067710551881e-01,4.873530052083304143e-01
2.702058381780660379e-01,4.072925534642706791e-01
9.417413168421441549e-02,5.720682359402259332e-01
1.346032775005936155e-01,5.374813699854557036e-01
1.745722996346262268e-01,5.438634058420726003e-01
2.107989015918480813e-01,4.894833571139439732e-01
2.166115328777965809e-01,5.020558010435830498e-01
2.367952659010820748e-01,4.207747963782417777e-01
1.103600601396122621e-01,5.830515412463319613e-01
2.241174044848666669e-01,5.243546548689996811e-01
1.771815323703627432e-01,4.992289566310303961e-01
1.090156247025620695e-01,5.815405919575391547e-01
2.037040536182218031e-01,5.133806834774886640e-01
1.914505287564355618e-01,4.920196993555119858e-01
1.482638346194005696e-01,5.250064028589430665e-01
1.593628652930429435e-01,5.037885861179806080e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.174142719732786999e-01,4.638523411100188842e-01
2.446164023668917775e-01,4.411230725633657479e-01
2.050138254777079394e-01,4.380231579768162908e-01
1.674379561067866617e-01,5.222963035355061567e-01
1.543112234800154414e-01,5.526540438203252359e-01
1.525146004469235261e-01,4.865935990268248079e-01
1.422066413178765809e-01,5.619547357377975283e-01
1.299502045677735085e-01,5.880319081610161369e-01
1.361609793249055900e-01,5.504348702135765103e-01
1.299624616103121633e-01,5.264086402194926295e-01
1.736923402537018102e-01,4.953211066641109439e-01
2.458578061085497091e-01,4.731598978454507054e-01
2.090849872622587702e-01,4.920428166712132456e-01
1.297405999829098766e-01,5.310340398704160858e-01
1.694625684790189157e-01,5.363979287034055243e-01
1.377634660590867088e-01,5.517678250486381941e-01
2.043738596218716008e-01,5.200232745759889585e-01
1.864836380126597137e-01,4.763069258714898169e-01
1.793639526374995463e-01,5.106087636474782032e-01
1.622446456625416811e-01,5.132237293774567499e-01
1.961844650574623983e-01,5.005764989835803647e-01
1.288749820553449499e-01,5.856646149975965887e-01
1.869849482552720099e-01,5.291153428851392837e-01
1.610574473112251215e-01,5.119390311072488098e-01
1.958011052097806404e-01,4.931554991131814614e-01
1.507137548582749842e-01,5.291290616680613956e-01
2.725746842476855503e-01,4.045345447380982451e-01
1.315532351440132364e-01,5.305522029943053886e-01
2.472830073329344569e-01,4.764477602346910423e-01
1.878762552870953118e-01,4.848754353584275867e-01
1.816229293912608733e-01,5.200014144592804977e-01
1.270827294483297676e-01,5.729232005136317696e-01
2.430202245370809422e-01,4.349390553889223576e-01
1.823860816855825961e-01,5.101864109021726490e-01
1.230137917124539126e-01,5.555005260929113398e-01
1.695587936865621814e-01,4.892378241697867280e-01
2.250474854644742007e-01,4.337558760236044919e-01
1.499641092136574372e-01,5.368606615569049278e-01
1.955193899531807999e-01,4.563170358240478119e-01
1.323983802840732471e-01,5.268502921087691027e-01
2.357707594192680334e-01,4.554235853633661346e-01
1.529581258357619322e-01,5.327539315138043463e-01
1.064008776931976569e-01,5.627258294005414996e-01
2.599743320092141596e-01,4.297642960957784863e-01
1.848389391837202689e-01,5.241795319830111488e-01
2.146050036441865816e-01,4.525731624065350567e-01
1.395117039288061023e-01,4.976263032706112477e-01
1.902481042351496232e-01,4.810955386091910202e-01
1.388966520614327571e-01,5.563567377497620203e-01
1.263281835892752780e-01,5.766732346046414825e-01
2.231832412774808760e-01,4.660708838723357506e-01
1.056804294928118393e-01,5.436886633608970509e-01
2.195258143463049982e-01,4.651952198853042120e-01
1.869127824128876125e-01,4.358492358287285318e-01
2.018969074651854878e-01,4.616548728378826461e-01
2.122568977132938961e-01,4.523777872384854293e-01
2.248111946757742341e-01,4.351737294379987575e-01
1.455211445034741979e-01,5.199161848031427224e-01
1.566852414638308655e-01,5.015738533697602364e-01
1.922707037278720554e-01,4.930391965202671201e-01
1.805398335215742112e-01,5.069927070870179353e-01
1.626186135941827815e-01,5.807440213708300325e-01
1.696904812027787979e-01,5.355403108441079141e-01
2.210680957503475541e-01,4.704721543951632667e-01
1.839949559669985801e-01,5.272096826533877456e-01
1.575301222837889037e-01,5.592443845390133728e-01
1.769959329958347982e-01,5.108351376251892839e-01
1.369017271829584825e-01,5.571486740938024207e-01
1.778705531368807158e-01,5.000001504831906862e-01
1.668128227847124889e-01,5.306655109544452520e-01
1.622794870340147910e-01,5.734380237504898004e-01
1.271909360131787403e-01,5.763361899918074682e-01
2.486432193914366318e-01,4.399330487112497745e-01
1.986301360063710553e-01,5.150721499827258798e-01
1.856816004201360393e-01,4.803878138938740272e-01
1.895279561292260162e-01,4.837870036689110864e-01
1.832829271590633857e-01,4.738285178034541967e-01
1.385339845826452920e-01,5.452252290192368678e-01
1.589385609942857158e-01,5.042671638888710506e-01
1.624971901274643582e-01,5.149809980405685161e-01
1.887501933940396726e-01,4.954285498675452537e-01
1.017841186387921926e-01,6.286589779272699907e-01
1.573856801978489317e-01,5.527484923722606469e-01
1.929682024317918021e-01,4.906322897342209055e-01
1.726077154780861489e-01,5.452936752242469876e-01
1.163499492822051007e-01,5.384028368240312279e-01
1.716013632518104959e-01,5.363510418695675019e-01
1.869020112048045135e-01,5.222978295578919461e-01
1.809736339457062859e-01,4.682982128077238237e-01
1.717446439627083044e-01,4.835830265789270443e-01
1.501309212347398392e-01,5.266174843295331476e-01
1.797662130188738827e-01,5.697918518229829754e-01
1.191805905230110124e-01,5.405346759894751330e-01
1.622754883970607132e-01,4.570167954949915790e-01
