Thread ID,Epoch,Step,Reward
0,27,6,[0. 0.]
0,27,7,[0. 0.]
0,27,8,[1.54851884 1.17050319]
0,27,9,[0. 0.]
0,27,10,[0. 0.]
0,27,11,[0.88582622 0.83302409]
0,28,1,[0.7450277  1.22999691]
0,28,2,[1.21555919 0.94074603]
0,28,3,[0.30073241 0.33996206]
0,28,4,[0.62221554 1.69452281]
0,28,5,[1.57627062 0.8879297 ]
0,28,6,[0.63226221 0.69718208]
0,29,1,[0.5884874  1.54131834]
0,29,2,[0.99218783 0.83927559]
0,29,3,[0.72188719 0.6508629 ]
0,29,4,[0.7692287  0.54908413]
0,29,5,[1.09057206 1.18497517]
0,29,6,[1.38733914 1.13706742]
0,29,7,[0.81509228 0.9431226 ]
0,29,8,[0.8481033  0.97473259]
0,29,9,[0.83886096 0.80098228]
0,30,1,[0.98107915 1.07930802]
0,30,2,[1.10883697 0.86087817]
0,30,3,[0.82668348 0.82421542]
0,30,4,[1.02292843 1.62434702]
0,30,5,[0. 0.]
0,30,6,[0.258642   0.20397345]
0,30,7,[0.21454941 0.1463713 ]
0,30,8,[1.21804546 1.02807237]
0,30,9,[1.27545331 0.64109861]
0,30,10,[0.84293474 0.83252586]
0,31,1,[0.87319329 0.76569548]
0,31,2,[1.48069298 1.00021666]
0,31,3,[1.53958974 1.07702781]
0,31,4,[0.71717785 0.82462285]
0,31,5,[1.01625921 0.72183962]
0,31,6,[0.76456627 0.83938273]
0,31,7,[1.1029782  1.02556566]
0,31,8,[0.93247356 0.94940768]
0,31,9,[0.55191635 0.86242728]
0,31,10,[0.68414897 0.69964528]
0,31,11,[1.12517445 1.00463195]
0,31,12,[0. 0.]
0,31,13,[1.22921055 0.95701089]
0,31,14,[0.983847   0.55412773]
0,31,15,[0.30142356 0.16230145]
0,31,16,[1.24272047 1.45500613]
0,31,17,[1.00190227 1.16299224]
0,31,18,[0.19561447 0.19105748]
0,31,19,[0.74992851 0.61253005]
0,31,20,[1.02680785 1.32425577]
0,31,21,[1.10119655 1.47829994]
0,31,22,[1.24305775 0.59008768]
0,31,23,[1.3336348  0.83292773]
0,31,24,[1.09859693 0.78768233]
0,31,25,[0.19133694 0.19897181]
0,31,26,[1.32778014 0.92314602]
0,31,27,[0.96437096 1.28125912]
0,31,28,[0.13826121 0.24176718]
0,31,29,[0.35339829 0.22073106]
0,31,30,[0.9538381  1.43542598]
0,31,31,[0.26713614 0.17448607]
0,31,32,[1.07485432 0.90124995]
0,32,1,[1.52350672 1.62178932]
0,32,2,[1.38215516 0.90574422]
0,32,3,[0.43442258 0.80769265]
0,32,4,[1.24966006 0.90897542]
0,32,5,[0. 0.]
0,32,6,[1.3600426  0.90946634]
0,32,7,[1.36850129 1.0481998 ]
0,32,8,[0.22155968 0.12794534]
0,32,9,[1.45404767 1.33674769]
0,32,10,[1.40018983 1.20139578]
0,32,11,[0.82601041 1.0190305 ]
0,32,12,[0.69042114 1.249638  ]
0,32,13,[0.5614227 1.0734352]
0,32,14,[0.84928418 0.84172001]
0,32,15,[1.75622248 0.94321834]
0,32,16,[1.28749957 1.26245574]
0,32,17,[0.17362722 0.16380917]
0,32,18,[1.02122878 0.42826597]
0,32,19,[0.5248842  0.66125672]
0,32,20,[0.66146421 0.48449543]
0,33,1,[0.88611058 1.31550362]
0,33,2,[0.63495855 0.97710857]
0,33,3,[0.19153317 0.13402251]
0,33,4,[1.02482109 0.86551024]
0,33,5,[1.33054667 1.2651426 ]
0,33,6,[0.33899328 0.19138209]
0,33,7,[1.83650792 0.68554034]
0,33,8,[0.82165902 0.78037253]
0,33,9,[1.06879492 1.50762562]
0,33,10,[0.6639795  1.08944809]
0,33,11,[0.87462717 0.99412532]
0,33,12,[0.1382261  0.28190481]
0,33,13,[0.64306805 1.44831919]
0,33,14,[1.56037188 0.63574362]
0,33,15,[1.58660638 1.90388776]
0,33,16,[0. 0.]
0,33,17,[0.66883997 1.19372691]
0,33,18,[0.77950497 1.16726284]
0,33,19,[0. 0.]
0,33,20,[0. 0.]
0,33,21,[0.58313536 0.98112099]
0,33,22,[0.20459536 0.16620455]
0,33,23,[1.22407815 0.69645461]
0,33,24,[0.26498491 0.19800415]
0,33,25,[0.21696819 0.20180602]
0,33,26,[1.19941452 0.86217556]
0,33,27,[0.87938562 0.74351299]
0,33,28,[1.13590331 0.7610366 ]
0,33,29,[0.28140169 0.19364985]
0,33,30,[1.15576518 1.16781312]
0,33,31,[0.67001314 0.82001517]
0,33,32,[1.03653238 1.47988965]
0,33,33,[0.7878648 0.637109 ]
0,33,34,[1.33044468 1.47267216]
0,33,35,[0.65225158 0.92577164]
0,33,36,[1.26160889 1.07782352]
0,33,37,[1.06561416 1.10825118]
0,33,38,[1.06480396 0.77708088]
0,33,39,[0.89424788 0.83555062]
0,33,40,[0. 0.]
0,33,41,[0.79295727 0.85835518]
0,33,42,[0.13800122 0.12077539]
0,33,43,[1.34862899 1.08043049]
0,33,44,[0.83618818 0.7966305 ]
0,33,45,[0.25317542 0.22739603]
0,33,46,[0.95334082 1.58511719]
0,33,47,[1.05846314 0.89751215]
0,33,48,[0.93786919 0.5706254 ]
0,34,1,[1.07635005 1.00118223]
0,34,2,[0.5050741  0.47109568]
0,34,3,[1.24737366 1.17909933]
0,34,4,[0.26347182 0.41556922]
0,34,5,[1.04642755 0.78382385]
0,34,6,[0.34760059 0.52158369]
0,34,7,[0. 0.]
0,34,8,[0.37071777 0.21138258]
0,34,9,[0.34529869 0.39384447]
0,34,10,[0. 0.]
0,34,11,[0.33340803 0.74861886]
0,34,12,[1.84138716 1.83888588]
0,34,13,[0.73395184 1.00139437]
0,34,14,[0.41452576 0.97911263]
0,34,15,[0.30533696 0.39677782]
0,34,16,[1.26112919 1.0848497 ]
0,34,17,[1.28710042 0.74325232]
0,34,18,[0.42198292 0.79498886]
0,34,19,[1.75271859 1.00373577]
0,34,20,[0.74670239 0.62779138]
0,34,21,[0.3856946  0.27372794]
0,34,22,[0.83064453 0.61778114]
0,35,1,[0. 0.]
0,35,2,[0.89876591 0.81678131]
0,35,3,[0.89619349 0.85995031]
0,35,4,[0.55743345 0.39919826]
0,36,1,[1.29563638 0.87481234]
0,36,2,[0. 0.]
0,36,3,[0. 0.]
0,36,4,[1.16096148 1.52249311]
0,36,5,[1.07845409 1.26670397]
0,36,6,[1.11329006 0.87675052]
0,36,7,[1.06641188 1.26667545]
0,36,8,[0. 0.]
0,36,9,[1.10901551 1.2158921 ]
0,36,10,[0.99400188 0.63442297]
0,36,11,[0. 0.]
0,36,12,[1.15942725 0.72193125]
0,36,13,[0.63978428 1.35767831]
0,36,14,[1.24396069 0.92566607]
0,36,15,[0. 0.]
0,36,16,[0.74838261 0.63866476]
0,37,1,[0.91038503 1.07787352]
0,37,2,[1.01060772 0.59435522]
0,37,3,[0.4401705  0.37655091]
0,37,4,[0. 0.]
0,37,5,[0.70375737 1.20033485]
0,37,6,[0.29707045 0.38676745]
0,37,7,[0.63410115 0.46385917]
0,37,8,[1.14791489 0.60106798]
0,37,9,[0.83012191 0.76066707]
0,37,10,[0.21037421 0.24603817]
0,38,1,[0.62234369 0.94309071]
0,38,2,[0.88489139 1.40103712]
0,38,3,[0.42162795 0.32893229]
0,38,4,[0.2738226  0.35429051]
0,38,5,[0.69159106 1.03052861]
0,38,6,[1.24129673 1.24022577]
0,38,7,[0.49400714 0.32209683]
0,39,1,[1.47368297 1.34285328]
0,39,2,[1.39666454 1.00914396]
0,39,3,[0.3567857  0.24477564]
0,39,4,[0.61324165 1.69710549]
0,39,5,[0.93515347 0.77966355]
0,39,6,[1.50085822 0.64813143]
0,39,7,[1.24836694 1.80829952]
0,39,8,[1.56472073 0.64246715]
0,39,9,[1.30432254 1.2890615 ]
0,39,10,[0.65347887 0.94037227]
0,39,11,[0.69187348 0.99232517]
0,39,12,[0.68252852 0.68210731]
0,39,13,[0.55774055 0.9502215 ]
0,39,14,[0.31731821 0.63734502]
0,39,15,[0.90288872 1.16463362]
0,39,16,[0.68116387 1.06994183]
0,39,17,[0.30925891 0.31028188]
0,39,18,[1.47845877 1.40168072]
0,39,19,[1.00687558 1.18669563]
0,39,20,[1.30309666 1.13497481]
0,39,21,[0.99234795 1.38560174]
0,39,22,[0.58684807 0.41980851]
0,39,23,[1.30291702 1.19353904]
0,39,24,[0.88745312 1.06095544]
0,39,25,[0.73277788 0.86866662]
0,39,26,[0.28719608 0.34993089]
0,39,27,[0.60498    0.40324869]
0,40,1,[1.37574728 0.99592595]
0,40,2,[0.16761313 0.19731038]
0,40,3,[1.06068335 0.60087512]
0,40,4,[1.42137651 0.97208648]
0,40,5,[0.83956621 0.94191204]
0,40,6,[1.07202021 1.81023601]
0,40,7,[0.81479778 1.38951761]
0,40,8,[0.77549693 1.67184188]
0,40,9,[0.15685832 0.15720667]
0,40,10,[0.74877959 0.88462788]
0,40,11,[1.39700573 0.98051066]
0,40,12,[0.86905963 1.10140355]
0,40,13,[0.95153723 0.65650636]
0,40,14,[0.70487458 1.26931143]
0,40,15,[0.23169363 0.2836884 ]
0,40,16,[0.9185994  1.29878867]
0,40,17,[0. 0.]
0,40,18,[1.25561653 1.49961415]
0,40,19,[1.10365525 0.66033   ]
0,40,20,[1.02966249 1.02083168]
0,40,21,[0.97532397 0.64457125]
0,40,22,[0.90321898 0.63020385]
0,41,1,[1.18907281 1.59673323]
0,41,2,[0.18823874 0.28439546]
0,41,3,[0.62016949 1.21472014]
0,41,4,[1.6481246  1.07568696]
0,41,5,[0.75437318 1.13583961]
0,41,6,[1.0256402  0.85535699]
0,41,7,[0.96107822 0.77863936]
0,41,8,[0. 0.]
0,41,9,[0.21894186 0.15967275]
0,41,10,[1.60720216 0.83753217]
0,41,11,[1.1516547  1.17581496]
0,41,12,[0.78497818 0.73027408]
0,41,13,[1.66419904 0.83680991]
0,41,14,[0.18317806 0.26269593]
0,41,15,[0. 0.]
0,41,16,[0.87058809 0.95811711]
0,41,17,[0.63224433 0.85008491]
0,41,18,[1.04543951 1.15376586]
0,41,19,[1.18944955 1.56466027]
0,41,20,[0.19497983 0.33936383]
0,41,21,[0.86096573 0.8505183 ]
0,41,22,[0.73174714 1.47360142]
0,41,23,[0.58884133 0.81928707]
0,41,24,[0.91950914 1.34531152]
0,41,25,[1.23651502 1.58251642]
0,41,26,[1.01309777 0.94881104]
0,41,27,[1.20760082 1.57981497]
0,41,28,[0.37659258 0.14619169]
0,41,29,[1.08253541 0.6973775 ]
0,41,30,[0.8379553  1.25391668]
0,41,31,[1.15775225 1.00675617]
0,41,32,[0.73998052 0.92862227]
0,41,33,[0. 0.]
0,41,34,[0.94401111 1.1826084 ]
0,41,35,[1.69144843 1.17123313]
0,41,36,[1.45768344 1.00378775]
0,41,37,[1.14945706 1.13765735]
0,41,38,[0.89010174 1.29680615]
0,41,39,[1.25916259 0.85613003]
0,41,40,[0.74484636 1.22922438]
0,41,41,[0.86979842 0.92829047]
0,41,42,[0.89084664 1.58557897]
0,41,43,[0.22920396 0.15889458]
0,41,44,[0.1863391  0.18049104]
0,41,45,[1.72005541 0.82535841]
0,41,46,[1.02702098 1.0169615 ]
0,41,47,[1.22233482 0.93652309]
0,41,48,[0.64517382 0.87067186]
0,42,1,[0.40731593 0.67677479]
0,42,2,[1.32408599 1.11321829]
0,42,3,[1.07636629 0.69346113]
0,42,4,[0.9985783  1.00570967]
0,42,5,[1.70413899 1.09247947]
0,42,6,[0.64822788 0.34297444]
0,42,7,[1.52750227 0.71703041]
0,42,8,[1.33342147 0.63330853]
0,42,9,[0.42587071 0.64935208]
0,42,10,[1.18523074 0.82750715]
0,42,11,[0.93773837 0.7873755 ]
0,42,12,[0.9316101  1.31458947]
0,42,13,[0.6531721  0.76221583]
0,43,1,[1.80124763 1.28007861]
0,43,2,[0. 0.]
0,44,1,[0.56097353 0.55139529]
0,44,2,[1.22838588 1.18972998]
0,44,3,[1.13846764 1.2742645 ]
0,44,4,[1.67408622 0.95013382]
0,44,5,[0.47615768 0.37615056]
0,44,6,[1.07543814 1.05596479]
0,44,7,[1.48058793 0.85675928]
0,44,8,[0.51476289 0.46676395]
0,44,9,[0.59199373 0.5499478 ]
0,44,10,[0.77958033 0.51520821]
0,44,11,[0.8144061  1.00906436]
0,45,1,[1.24344409 1.25410645]
0,45,2,[0.4586967  0.65106066]
0,45,3,[0.357396   0.45032073]
0,45,4,[0.94930806 1.17703882]
0,45,5,[0.77492149 0.68157153]
0,45,6,[0.75194685 0.95638819]
0,45,7,[1.27776722 0.9962171 ]
0,45,8,[0.88221242 0.43017115]
0,45,9,[0.69803139 0.80716509]
0,46,1,[0.86814162 1.49013324]
