Episode,Step,State,Action,Reward,Penalty,Energy Efficiency
83,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",5,2.7321428571428577,9.5,2.232142857142857
83,1,"[[12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0, 0.0]]",3,3.3674596431605774,9.5,2.867459643160578
84,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,7.644025300586928,5,2.644025300586928
84,1,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",1,2.4907850994807514,10,2.4907850994807514
84,2,"[[19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0, 0.0]]",0,-13.556964998825464,16.0,2.443035001174536
84,3,"[[23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0, 0.0]]",2,-19.721663185874313,22.0,2.278336814125688
84,4,"[[26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0, 0.0]]",4,4.528985507246377,7.5,2.028985507246377
84,5,"[[10.0, 20.0, 1.0, 1.0, 533.3333333333334, 400.0, 220.0, 240.0]]",5,-0.9812196560965027,13.0,2.018780343903497
84,6,"[[9.0, 22.0, 1.0, 1.0, 551.7241379310345, 380.95238095238096, 218.0, 244.0]]",4,-1.557024985860199,13.5,1.9429750141398008
84,7,"[[10.0, 23.0, 1.0, 1.0, 533.3333333333334, 372.0930232558139, 220.0, 246.0]]",0,-33.726941123167535,36.0,2.2730588768324616
84,8,"[[0.0, 33.0, 0.0, 1.0, 0.0, 301.88679245283015, 0.0, 266.0]]",3,-45.00049975012494,46.0,0.9995002498750624
85,0,"[[0.0, 34.0, 0.0, 1.0, 0.0, 296.2962962962963, 0.0, 268.0]]",2,-45.00049975012494,46.0,0.9995002498750624
86,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",5,-40.94957983193277,42.0,1.050420168067227
87,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",4,-38.92255892255892,40.0,1.0774410774410776
88,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",5,-30.802574464900463,32.0,1.197425535099536
89,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",3,-24.697916666666668,26.0,1.302083333333333
90,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",3,-22.659742000335065,24.0,1.3402579996649355
91,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",1,10.28800228800229,12.0,2.2880022880022883
91,1,"[[7.0, 17.0, 1.0, 1.0, 592.5925925925926, 432.4324324324324, 214.0, 234.0]]",5,10.325195150307257,12.0,2.3251951503072577
91,2,"[[7.0, 16.0, 1.0, 1.0, 592.5925925925926, 444.44444444444446, 214.0, 232.0]]",4,-3.9880522825728306,26.5,2.5119477174271694
91,3,"[[6.0, 13.0, 1.0, 1.0, 615.3846153846154, 484.8484848484849, 212.0, 226.0]]",3,6.784121320249778,5,1.7841213202497772
92,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,6.987577639751553,5,1.987577639751553
93,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",5,2.7321428571428577,9.5,2.232142857142857
93,1,"[[12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0, 0.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
93,2,"[[10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0, 0.0]]",0,-5.597242380261248,18.5,2.9027576197387517
93,3,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",1,-8.294871794871796,21.5,3.2051282051282053
93,4,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",1,-8.294871794871796,21.5,3.2051282051282053
93,5,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",3,-8.11665195645778,21.5,3.3833480435422185
94,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",1,-5.272458310919848,18.5,3.2275416890801507
95,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",3,-2.310207336523126,15.5,3.1897926634768745
96,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",4,-16.947496947496944,40.0,3.0525030525030528
97,0,"[[3.0, 7.0, 1.0, 1.0, 695.6521739130435, 592.5925925925926, 206.0, 214.0]]",3,0.47312750142938853,12.5,2.973127501429388
98,0,"[[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",4,-9.63373721581656,32.5,2.8662627841834407
99,0,"[[6.0, 9.0, 1.0, 1.0, 615.3846153846154, 551.7241379310345, 212.0, 218.0]]",2,-6.892825696675853,29.5,2.6071743033241472
99,1,"[[6.0, 11.0, 1.0, 1.0, 615.3846153846154, 516.1290322580645, 212.0, 222.0]]",1,7.448729721456996,15.0,2.4487297214569947
99,2,"[[7.0, 13.0, 1.0, 1.0, 592.5925925925926, 484.8484848484849, 214.0, 226.0]]",1,8.905386488431471,13.5,2.405386488431471
99,3,"[[7.0, 14.0, 1.0, 1.0, 592.5925925925926, 470.5882352941176, 214.0, 228.0]]",3,-9.494357332484862,12.0,2.505642667515138
99,4,"[[21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0, 0.0]]",4,10.252544942603421,12.0,2.2525449426034223
99,5,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",5,10.21869248417921,12.0,2.2186924841792095
99,6,"[[7.0, 19.0, 1.0, 1.0, 592.5925925925926, 410.2564102564102, 214.0, 238.0]]",2,11.662301721773087,10.5,2.1623017217730873
99,7,"[[8.0, 19.0, 1.0, 1.0, 571.4285714285714, 410.2564102564102, 216.0, 238.0]]",4,4.528985507246377,7.5,2.028985507246377
99,8,"[[10.0, 20.0, 1.0, 1.0, 533.3333333333334, 400.0, 220.0, 240.0]]",3,-29.843210119424953,32.0,2.156789880575047
99,9,"[[31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0, 0.0]]",3,-35.74850838680626,38.0,2.251491613193741
99,10,"[[34.0, 0.0, 1.0, 0.0, 296.2962962962963, 0.0, 268.0, 0.0]]",1,-37.927392300793834,40.0,2.072607699206165
99,11,"[[35.0, 0.0, 1.0, 0.0, 290.90909090909093, 0.0, 270.0, 0.0]]",4,-18.627250900360146,30.5,1.872749099639856
99,12,"[[8.0, 30.0, 1.0, 1.0, 571.4285714285714, 320.0, 216.0, 260.0]]",5,-16.605571342461033,28.5,1.894428657538965
99,13,"[[8.0, 29.0, 1.0, 1.0, 571.4285714285714, 326.53061224489795, 216.0, 258.0]]",1,-12.559884886503266,24.5,1.9401151134967343
99,14,"[[8.0, 27.0, 1.0, 1.0, 571.4285714285714, 340.4255319148936, 216.0, 254.0]]",1,-8.510763675999726,20.5,1.9892363240002726
99,15,"[[8.0, 25.0, 1.0, 1.0, 571.4285714285714, 355.55555555555554, 216.0, 250.0]]",5,-4.457745466051115,16.5,2.042254533948886
99,16,"[[8.0, 23.0, 1.0, 1.0, 571.4285714285714, 372.0930232558139, 216.0, 246.0]]",0,-28.76923076923077,30.0,1.2307692307692308
100,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",1,-5.315050446629394,17.5,2.184949553370606
100,1,"[[6.0, 22.0, 1.0, 1.0, 615.3846153846154, 380.95238095238096, 212.0, 244.0]]",5,7.344322344322343,15.0,2.344322344322344
100,2,"[[5.0, 19.0, 1.0, 1.0, 640.0, 410.2564102564102, 210.0, 238.0]]",3,-8.333333333333334,10,1.6666666666666667
101,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",0,6.915708812260537,5,1.9157088122605364
102,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,6.987577639751553,5,1.987577639751553
103,0,"[[7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0, 0.0]]",1,1.3249055507120033,11.0,2.3249055507120024
103,1,"[[11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0, 0.0]]",4,-18.37400318979266,41.5,3.1259968102073366
104,0,"[[4.0, 5.0, 1.0, 1.0, 666.6666666666667, 640.0, 208.0, 210.0]]",5,-19.794871794871796,43.0,3.2051282051282053
105,0,"[[3.0, 5.0, 1.0, 1.0, 695.6521739130435, 640.0, 206.0, 210.0]]",2,-21.20937478120843,44.5,3.2906252187915705
106,0,"[[2.0, 5.0, 1.0, 1.0, 727.2727272727273, 640.0, 204.0, 210.0]]",0,-8.294871794871796,21.5,3.2051282051282053
106,1,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",2,-10.934937611408198,24.5,3.5650623885918002
106,2,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",3,-10.934937611408198,24.5,3.5650623885918002
106,3,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-8.294871794871796,21.5,3.2051282051282053
106,4,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",2,-5.597242380261248,18.5,2.9027576197387517
106,5,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",2,-1.469155330591585,14.0,2.5308446694084155
106,6,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",2,2.0142306466104394,11.0,3.0142306466104394
107,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",3,6.987577639751553,5,1.987577639751553
108,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",1,-6.873271889400922,29.5,2.6267281105990783
108,1,"[[5.0, 12.0, 1.0, 1.0, 640.0, 500.0, 210.0, 224.0]]",1,-5.457060493461796,28.0,2.5429395065382043
108,2,"[[7.0, 11.0, 1.0, 1.0, 592.5925925925926, 516.1290322580645, 214.0, 222.0]]",2,7.448729721456996,15.0,2.4487297214569947
108,3,"[[7.0, 13.0, 1.0, 1.0, 592.5925925925926, 484.8484848484849, 214.0, 226.0]]",0,-10.387421890747833,12.0,1.612578109252167
109,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-18.57777777777778,20.0,1.4222222222222223
110,0,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",2,-26.734377471919,28.0,1.2656225280809998
111,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",2,-34.86508724641793,36.0,1.1349127535820682
112,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,-33.726941123167535,36.0,2.2730588768324616
112,1,"[[0.0, 33.0, 0.0, 1.0, 0.0, 301.88679245283015, 0.0, 266.0]]",5,-42.975541042386986,44.0,1.0244589576130105
113,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",4,-43.828939684371804,46.0,2.171060315628199
113,1,"[[0.0, 38.0, 0.0, 1.0, 0.0, 275.8620689655172, 0.0, 276.0]]",5,-47.02450920619437,48.0,0.9754907938056333
114,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",1,-8.200515621485383,20.0,1.799484378514618
114,1,"[[11.0, 27.0, 1.0, 1.0, 516.1290322580645, 340.4255319148936, 222.0, 254.0]]",5,3.3823768823768825,8.5,1.8823768823768825
114,2,"[[12.0, 22.0, 1.0, 1.0, 500.0, 380.95238095238096, 224.0, 244.0]]",3,-30.802574464900463,32.0,1.197425535099536
115,0,"[[13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0, 0.0]]",1,-24.697916666666668,26.0,1.302083333333333
116,0,"[[8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0, 0.0]]",4,10.21869248417921,12.0,2.2186924841792095
116,1,"[[7.0, 19.0, 1.0, 1.0, 592.5925925925926, 410.2564102564102, 214.0, 238.0]]",5,7.344322344322343,15.0,2.344322344322344
116,2,"[[5.0, 19.0, 1.0, 1.0, 640.0, 410.2564102564102, 210.0, 238.0]]",0,-12.43871975019516,14.0,1.56128024980484
117,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",0,6.784121320249778,5,1.7841213202497772
118,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",2,6.987577639751553,5,1.987577639751553
119,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",1,-13.985769353389557,37.0,3.0142306466104394
120,0,"[[2.0, 10.0, 1.0, 1.0, 727.2727272727273, 533.3333333333334, 204.0, 220.0]]",1,-19.743996743996746,43.0,3.256003256003256
121,0,"[[5.0, 3.0, 1.0, 1.0, 640.0, 695.6521739130435, 210.0, 206.0]]",3,-4.230875735548633,17.0,2.769124264451367
121,1,"[[7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0, 0.0]]",4,-26.832075149809143,50.5,3.66792485019086
122,0,"[[1.0, 2.0, 1.0, 1.0, 761.9047619047619, 727.2727272727273, 202.0, 204.0]]",4,-26.832075149809143,50.5,3.66792485019086
123,0,"[[1.0, 1.0, 1.0, 1.0, 761.9047619047619, 761.9047619047619, 202.0, 202.0]]",5,-26.832075149809143,50.5,3.66792485019086
124,0,"[[1.0, 2.0, 1.0, 1.0, 761.9047619047619, 727.2727272727273, 202.0, 204.0]]",5,-24.02945146052251,47.5,3.4705485394774898
125,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",0,-3.7439967439967443,17.0,3.256003256003256
126,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,2.7321428571428577,9.5,2.232142857142857
126,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",2,6.987577639751553,5,1.987577639751553
127,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",5,7.700815966857784,5,2.700815966857784
127,1,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",4,-14.487426734732464,16.0,1.512573265267536
128,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",5,-16.533724340175954,18.0,1.466275659824047
129,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",0,-24.697916666666668,26.0,1.302083333333333
130,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",2,-27.658214801071942,30.0,2.341785198928056
130,1,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",1,-11.981934164057694,24.0,2.0180658359423056
130,2,"[[7.0, 26.0, 1.0, 1.0, 592.5925925925926, 347.82608695652175, 214.0, 252.0]]",2,-14.58313155770783,26.5,1.916868442292171
130,3,"[[8.0, 28.0, 1.0, 1.0, 571.4285714285714, 333.33333333333326, 216.0, 256.0]]",3,-40.01587301587301,42.0,1.9841269841269844
130,4,"[[36.0, 0.0, 1.0, 0.0, 285.7142857142857, 0.0, 272.0, 0.0]]",3,-49.04761904761905,50.0,0.9523809523809524
131,0,"[[12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0, 0.0]]",5,-47.02450920619437,48.0,0.9754907938056333
132,0,"[[9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0, 0.0]]",5,-40.94957983193277,42.0,1.050420168067227
133,0,"[[10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0, 0.0]]",1,-34.86508724641793,36.0,1.1349127535820682
134,0,"[[9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0, 0.0]]",4,-3.874355952958574,16.0,2.125644047041427
134,1,"[[7.0, 22.0, 1.0, 1.0, 592.5925925925926, 380.95238095238096, 214.0, 244.0]]",4,10.252544942603421,12.0,2.2525449426034223
134,2,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",2,10.325195150307257,12.0,2.3251951503072577
134,3,"[[7.0, 16.0, 1.0, 1.0, 592.5925925925926, 444.44444444444446, 214.0, 232.0]]",3,6.723766429648783,5,1.7237664296487825
135,0,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",1,6.784121320249778,5,1.7841213202497772
136,0,"[[7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0, 0.0]]",5,6.915708812260537,5,1.9157088122605364
137,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",5,5.563983488132095,6.5,2.0639834881320946
138,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",1,-0.07575757575757613,12.5,2.4242424242424243
138,1,"[[10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0, 0.0]]",3,-5.597242380261248,18.5,2.9027576197387517
138,2,"[[6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0, 0.0]]",1,-9.623047699451245,23.0,3.376952300548755
138,3,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",2,-10.934937611408198,24.5,3.5650623885918002
138,4,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",1,-10.934937611408198,24.5,3.5650623885918002
138,5,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",5,-10.934937611408198,24.5,3.5650623885918002
139,0,"[[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",3,-8.209374781208428,21.5,3.2906252187915705
140,0,"[[1.0, 0.0, 1.0, 0.0, 761.9047619047619, 0.0, 202.0, 0.0]]",3,-3.8424274644370335,17.0,3.157572535562966
141,0,"[[1.0, 0.0, 1.0, 0.0, 761.9047619047619, 0.0, 202.0, 0.0]]",3,-0.969201741223312,14.0,3.030798258776687
142,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",2,3.2805864509605662,9.5,2.7805864509605662
142,1,"[[12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0, 0.0]]",0,7.729068166856186,5,2.729068166856185
142,2,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,2.4866495454730746,10,2.4866495454730746
142,3,"[[17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0, 0.0]]",1,-9.651309846431797,12.0,2.3486901535682025
142,4,"[[21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0, 0.0]]",0,-17.614915676589685,20.0,2.385084323410314
142,5,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,-21.582609004781457,24.0,2.417390995218543
142,6,"[[27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0, 0.0]]",3,-23.77275864232386,26.0,2.22724135767614
142,7,"[[28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0, 0.0]]",1,-29.914059240717563,32.0,2.0859407592824364
142,8,"[[31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0, 0.0]]",5,-37.85193709244342,40.0,2.1480629075565787
142,9,"[[35.0, 0.0, 1.0, 0.0, 290.90909090909093, 0.0, 270.0, 0.0]]",3,-41.965929316043734,44.0,2.0340706839562674
142,10,"[[37.0, 0.0, 1.0, 0.0, 280.7017543859649, 0.0, 274.0, 0.0]]",4,-19.19697994140185,31.0,1.803020058598152
142,11,"[[9.0, 31.0, 1.0, 1.0, 551.7241379310345, 313.72549019607845, 218.0, 262.0]]",1,-17.17630933487231,29.0,1.8236906651276874
142,12,"[[9.0, 30.0, 1.0, 1.0, 551.7241379310345, 320.0, 218.0, 260.0]]",2,-18.052705074496842,30.0,1.947294925503158
142,13,"[[7.0, 29.0, 1.0, 1.0, 592.5925925925926, 326.53061224489795, 214.0, 258.0]]",5,-19.49592504759678,31.5,2.00407495240322
142,14,"[[6.0, 29.0, 1.0, 1.0, 615.3846153846154, 326.53061224489795, 212.0, 258.0]]",1,-14.006371528830158,26.0,1.9936284711698422
142,15,"[[7.0, 27.0, 1.0, 1.0, 592.5925925925926, 340.4255319148936, 214.0, 254.0]]",3,-28.76923076923077,30.0,1.2307692307692308
143,0,"[[9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0, 0.0]]",1,-20.619737750172533,22.0,1.3802622498274673
144,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",4,-7.5761248295712775,20.0,2.423875170428723
144,1,"[[3.0, 21.0, 1.0, 1.0, 695.6521739130435, 390.2439024390244, 206.0, 242.0]]",4,4.490785099480751,18.0,2.4907850994807514
144,2,"[[3.0, 19.0, 1.0, 1.0, 695.6521739130435, 410.2564102564102, 206.0, 238.0]]",0,-8.333333333333334,10,1.6666666666666667
145,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",3,6.784121320249778,5,1.7841213202497772
146,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",3,6.848001848001848,5,1.8480018480018479
147,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",5,6.987577639751553,5,1.987577639751553
148,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",1,-12.581216526923022,35.5,2.918783473076976
149,0,"[[7.0, 6.0, 1.0, 1.0, 592.5925925925926, 615.3846153846154, 214.0, 212.0]]",0,-1.469155330591585,14.0,2.5308446694084155
149,1,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",5,-2.8544973544973544,15.5,2.6455026455026456
149,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",1,-22.61665195645778,46.0,3.3833480435422185
150,0,"[[1.0, 5.0, 1.0, 1.0, 761.9047619047619, 640.0, 202.0, 210.0]]",1,-28.434937611408202,52.0,3.5650623885918002
150,1,"[[0.0, 2.0, 1.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",1,-28.434937611408202,52.0,3.5650623885918002
150,2,"[[0.0, 2.0, 1.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",2,-25.42755652985832,49.0,3.57244347014168
151,0,"[[1.0, 3.0, 1.0, 1.0, 761.9047619047619, 695.6521739130435, 202.0, 206.0]]",2,-23.09724238026125,46.0,2.9027576197387517
151,1,"[[0.0, 6.0, 1.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",3,-5.447496947496948,18.5,3.0525030525030528
152,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",4,-14.058074736216795,37.0,2.9419252637832027
153,0,"[[5.0, 7.0, 1.0, 1.0, 640.0, 592.5925925925926, 210.0, 214.0]]",3,3.3674596431605774,9.5,2.867459643160578
154,0,"[[4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0, 0.0]]",1,6.187189882965809,6.5,2.687189882965809
154,1,"[[14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0, 0.0]]",2,7.73930549159907,5,2.7393054915990698
154,2,"[[17.0, 0.0, 1.0, 0.0, 432.4324324324324, 0.0, 234.0, 0.0]]",4,8.889767095649448,13.5,2.389767095649449
154,3,"[[8.0, 13.0, 1.0, 1.0, 571.4285714285714, 484.8484848484849, 216.0, 226.0]]",0,-12.43871975019516,14.0,1.56128024980484
155,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",2,-15.498797498797499,18.0,2.501202501202501
155,1,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",0,-21.582609004781457,24.0,2.417390995218543
155,2,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",2,-28.76923076923077,30.0,1.2307692307692308
156,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,-30.802574464900463,32.0,1.197425535099536
157,0,"[[0.0, 23.0, 0.0, 1.0, 0.0, 372.0930232558139, 0.0, 246.0]]",4,-32.83449883449883,34.0,1.1655011655011656
158,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",2,-34.86508724641793,36.0,1.1349127535820682
159,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,-36.89441680486457,38.0,1.105583195135434
160,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",1,-13.132790145011882,25.0,1.8672098549881178
160,1,"[[9.0, 28.0, 1.0, 1.0, 551.7241379310345, 333.33333333333326, 218.0, 256.0]]",2,-9.65662686656492,21.5,1.8433731334350782
160,2,"[[10.0, 27.0, 1.0, 1.0, 533.3333333333334, 340.4255319148936, 220.0, 254.0]]",2,-7.6331368214198,19.5,1.8668631785802015
160,3,"[[10.0, 26.0, 1.0, 1.0, 533.3333333333334, 347.82608695652175, 220.0, 252.0]]",2,-3.583398083398084,15.5,1.9166019166019166
160,4,"[[10.0, 24.0, 1.0, 1.0, 533.3333333333334, 363.6363636363636, 220.0, 248.0]]",0,-34.86508724641793,36.0,1.1349127535820682
161,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",1,-3.874355952958574,16.0,2.125644047041427
161,1,"[[7.0, 22.0, 1.0, 1.0, 592.5925925925926, 380.95238095238096, 214.0, 244.0]]",4,-4.720699330887115,17.0,2.2793006691128856
161,2,"[[5.0, 21.0, 1.0, 1.0, 640.0, 390.2439024390244, 210.0, 242.0]]",5,-4.119047619047619,16.5,2.380952380952381
161,3,"[[4.0, 20.0, 1.0, 1.0, 666.6666666666667, 400.0, 208.0, 240.0]]",4,4.563828650785172,18.0,2.563828650785173
161,4,"[[3.0, 17.0, 1.0, 1.0, 695.6521739130435, 432.4324324324324, 206.0, 234.0]]",3,6.915708812260537,5,1.9157088122605364
162,0,"[[2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0, 0.0]]",1,6.987577639751553,5,1.987577639751553
163,0,"[[3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0, 0.0]]",2,2.7321428571428577,9.5,2.232142857142857
163,1,"[[12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0, 0.0]]",0,1.3249055507120033,11.0,2.3249055507120024
163,2,"[[11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0, 0.0]]",4,-18.310207336523128,41.5,3.1897926634768745
