Episode,Step,State,Action,Reward,Penalty,Penalty Reasons,Energy Efficiency
73,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
74,0,"[[7.0, 8.0, 1.0, 1.0, 592.5925925925926, 571.4285714285714, 214.0, 216.0]]",4,34.707025962839914,0,[],2.7070259628399165
75,0,"[[2.0, 13.0, 1.0, 1.0, 727.2727272727273, 484.8484848484849, 204.0, 226.0]]",5,0,30.0,['SBS 0 underloaded with 2 UEs'],2.818886539816772
76,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
77,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
78,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",1,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
79,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
80,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
81,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,33.48757763975155,0,[],1.987577639751553
82,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
83,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
84,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",4,33.48757763975155,0,[],1.987577639751553
85,0,"[[2.0, 13.0, 1.0, 1.0, 727.2727272727273, 484.8484848484849, 204.0, 226.0]]",1,0,30.0,['SBS 0 underloaded with 2 UEs'],2.818886539816772
86,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",1,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
87,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",2,30.728682170542637,0,[],2.728682170542636
88,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
89,0,"[[1.0, 14.0, 1.0, 1.0, 761.9047619047619, 470.5882352941176, 202.0, 228.0]]",4,0,30.0,['SBS 0 underloaded with 1 UEs'],2.8662627841834407
90,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
91,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
92,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",4,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
93,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",2,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
94,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",1,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
95,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",2,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
96,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",2,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
97,0,"[[1.0, 14.0, 1.0, 1.0, 761.9047619047619, 470.5882352941176, 202.0, 228.0]]",4,0,30.0,['SBS 0 underloaded with 1 UEs'],2.8662627841834407
98,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
99,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
100,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
101,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,33.48757763975155,0,[],1.987577639751553
102,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
103,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
104,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",4,33.48757763975155,0,[],1.987577639751553
105,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
106,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,33.48757763975155,0,[],1.987577639751553
107,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
108,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,33.48757763975155,0,[],1.987577639751553
109,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
110,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
111,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",4,33.48757763975155,0,[],1.987577639751553
112,0,"[[8.0, 7.0, 1.0, 1.0, 571.4285714285714, 592.5925925925926, 216.0, 214.0]]",1,34.707025962839914,0,[],2.7070259628399165
113,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
114,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,33.48757763975155,0,[],1.987577639751553
115,0,"[[8.0, 7.0, 1.0, 1.0, 571.4285714285714, 592.5925925925926, 216.0, 214.0]]",1,34.707025962839914,0,[],2.7070259628399165
116,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
117,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
118,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
119,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
120,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
121,0,"[[2.0, 13.0, 1.0, 1.0, 727.2727272727273, 484.8484848484849, 204.0, 226.0]]",4,0,30.0,['SBS 0 underloaded with 2 UEs'],2.818886539816772
122,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
123,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
124,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
125,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",2,33.48757763975155,0,[],1.987577639751553
126,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",2,33.48757763975155,0,[],1.987577639751553
127,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
128,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
129,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
130,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
131,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
132,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
133,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",1,33.48757763975155,0,[],1.987577639751553
134,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
135,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
136,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
137,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",1,33.48757763975155,0,[],1.987577639751553
138,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",2,33.48757763975155,0,[],1.987577639751553
139,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",2,33.48757763975155,0,[],1.987577639751553
140,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",1,33.48757763975155,0,[],1.987577639751553
141,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",1,33.48757763975155,0,[],1.987577639751553
142,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
143,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
144,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",4,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
145,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
146,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",5,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
147,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
148,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
149,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
150,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
151,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
152,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",5,33.48757763975155,0,[],1.987577639751553
153,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",4,33.48757763975155,0,[],1.987577639751553
154,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
155,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
156,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",2,33.48757763975155,0,[],1.987577639751553
157,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",4,33.48757763975155,0,[],1.987577639751553
158,0,"[[6.0, 9.0, 1.0, 1.0, 615.3846153846154, 551.7241379310345, 212.0, 218.0]]",1,32.71420640305965,0,[],2.714206403059651
159,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",1,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
160,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",1,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
161,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
162,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
163,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
164,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
165,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",5,33.48757763975155,0,[],1.987577639751553
166,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",0,33.48757763975155,0,[],1.987577639751553
167,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
168,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
169,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",2,30.728682170542637,0,[],2.728682170542636
170,0,"[[2.0, 13.0, 1.0, 1.0, 727.2727272727273, 484.8484848484849, 204.0, 226.0]]",4,0,30.0,['SBS 0 underloaded with 2 UEs'],2.818886539816772
171,0,"[[15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0, 0.0]]",3,33.48757763975155,0,[],1.987577639751553
172,0,"[[1.0, 14.0, 1.0, 1.0, 761.9047619047619, 470.5882352941176, 202.0, 228.0]]",4,0,30.0,['SBS 0 underloaded with 1 UEs'],2.8662627841834407
173,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",4,30.728682170542637,0,[],2.728682170542636
174,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
175,0,"[[4.0, 11.0, 1.0, 1.0, 666.6666666666667, 516.1290322580645, 208.0, 222.0]]",1,0,30.0,['SBS 0 underloaded with 4 UEs'],2.75068767191798
176,0,"[[3.0, 12.0, 1.0, 1.0, 695.6521739130435, 500.0, 206.0, 224.0]]",2,0,30.0,['SBS 0 underloaded with 3 UEs'],2.7805864509605662
177,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,33.48757763975155,0,[],1.987577639751553
178,0,"[[5.0, 10.0, 1.0, 1.0, 640.0, 533.3333333333334, 210.0, 220.0]]",1,30.728682170542637,0,[],2.728682170542636
