Episode,Step,State,Action,Reward,Penalty,Penalty Reasons,Energy Efficiency
0,0,"[[9.0, 16.0, 1.0, 1.0, 551.7241379310345, 444.44444444444446, 218.0, 232.0]]",4,28.213707960834398,0,[],2.2137079608343977
1,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
2,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
3,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
4,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
5,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
6,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
7,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
8,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
9,0,"[[6.0, 19.0, 1.0, 1.0, 615.3846153846154, 410.2564102564102, 212.0, 238.0]]",4,22.27920227920228,0,[],2.2792022792022792
10,0,"[[6.0, 19.0, 1.0, 1.0, 615.3846153846154, 410.2564102564102, 212.0, 238.0]]",1,22.27920227920228,0,[],2.2792022792022792
11,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",4,24.25254494260342,0,[],2.2525449426034223
12,0,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",1,0,18.75,['SBS 1 overloaded with 21 UEs'],2.3486901535682025
13,0,"[[6.0, 19.0, 1.0, 1.0, 615.3846153846154, 410.2564102564102, 212.0, 238.0]]",4,22.27920227920228,0,[],2.2792022792022792
14,0,"[[9.0, 16.0, 1.0, 1.0, 551.7241379310345, 444.44444444444446, 218.0, 232.0]]",4,28.213707960834398,0,[],2.2137079608343977
15,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
16,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",2,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
17,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
18,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
19,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
20,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
21,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
22,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
23,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
24,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
25,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
26,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
27,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",5,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
28,0,"[[8.0, 17.0, 1.0, 1.0, 571.4285714285714, 432.4324324324324, 216.0, 234.0]]",4,26.230802230802233,0,[],2.230802230802231
29,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",4,20.31111111111111,0,[],2.311111111111111
30,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",1,20.31111111111111,0,[],2.311111111111111
31,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
32,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
33,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",2,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
34,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",2,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
35,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",2,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
36,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
37,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
38,0,"[[8.0, 17.0, 1.0, 1.0, 571.4285714285714, 432.4324324324324, 216.0, 234.0]]",4,26.230802230802233,0,[],2.230802230802231
39,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
40,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
41,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
42,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",2,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
43,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
44,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",5,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
45,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
46,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
47,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
48,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
49,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
50,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
51,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",5,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
52,0,"[[6.0, 19.0, 1.0, 1.0, 615.3846153846154, 410.2564102564102, 212.0, 238.0]]",1,22.27920227920228,0,[],2.2792022792022792
53,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",2,20.31111111111111,0,[],2.311111111111111
54,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
55,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
56,0,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",4,0,18.75,['SBS 1 overloaded with 21 UEs'],2.3486901535682025
57,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",4,24.25254494260342,0,[],2.2525449426034223
58,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",2,20.31111111111111,0,[],2.311111111111111
59,0,"[[11.0, 14.0, 1.0, 1.0, 516.1290322580645, 470.5882352941176, 222.0, 228.0]]",2,32.19270503900485,0,[],2.1927050390048493
60,0,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",5,0,18.75,['SBS 1 overloaded with 21 UEs'],2.3486901535682025
61,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
62,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
63,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",5,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
64,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",1,24.25254494260342,0,[],2.2525449426034223
65,0,"[[6.0, 19.0, 1.0, 1.0, 615.3846153846154, 410.2564102564102, 212.0, 238.0]]",4,22.27920227920228,0,[],2.2792022792022792
66,0,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",4,0,18.75,['SBS 1 overloaded with 21 UEs'],2.3486901535682025
67,0,"[[3.0, 22.0, 1.0, 1.0, 695.6521739130435, 380.95238095238096, 206.0, 244.0]]",1,0,37.5,['SBS 1 overloaded with 22 UEs'],2.39245456636761
68,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",5,20.31111111111111,0,[],2.311111111111111
69,0,"[[4.0, 21.0, 1.0, 1.0, 666.6666666666667, 390.2439024390244, 208.0, 242.0]]",2,0,18.75,['SBS 1 overloaded with 21 UEs'],2.3486901535682025
70,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",4,24.25254494260342,0,[],2.2525449426034223
71,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
72,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
73,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
74,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",4,20.31111111111111,0,[],2.311111111111111
75,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
76,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
77,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
78,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
79,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
80,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
81,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
82,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
83,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
84,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
85,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
86,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
87,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",1,24.25254494260342,0,[],2.2525449426034223
88,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
89,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",5,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
90,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
91,0,"[[7.0, 18.0, 1.0, 1.0, 592.5925925925926, 421.0526315789474, 214.0, 236.0]]",1,24.25254494260342,0,[],2.2525449426034223
92,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
93,0,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",1,20.31111111111111,0,[],2.311111111111111
94,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",0,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
95,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",4,0,513.75,"['SBS 0 turned off, overloading others with 25 UEs', 'SBS 1 overloaded with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
96,0,"[[10.0, 15.0, 1.0, 1.0, 533.3333333333334, 457.14285714285717, 220.0, 230.0]]",1,30.201058201058203,0,[],2.2010582010582014
97,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",3,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
98,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
99,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
100,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",2,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
101,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",1,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
102,0,"[[25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0, 0.0]]",0,0,513.75,"['SBS 0 overloaded with 25 UEs', 'SBS 1 turned off, overloading others with 25 UEs', 'Not enough SBSs active for 25 UEs', 'Only one SBS active with 25 UEs. Load not distributed.']",1.4222222222222223
