Episode,Step,State,Action,Reward,Penalty,Penalty Reasons,Energy Efficiency
29,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
30,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",4,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
31,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
32,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",5,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
33,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
34,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
35,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
36,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
37,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
38,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
39,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
40,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",5,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
41,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
42,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
43,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
44,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
45,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
46,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
47,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",1,34.54761904761905,0,[],3.0476190476190474
48,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
49,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
50,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
51,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
52,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
53,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
54,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",4,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
55,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
56,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
57,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
58,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
59,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
60,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
61,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
62,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
63,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
64,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",4,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
65,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",5,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
66,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",5,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
67,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",2,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
68,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
69,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
70,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
71,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
72,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",1,34.54761904761905,0,[],3.0476190476190474
73,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
74,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
75,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
76,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
77,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
78,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
79,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",1,34.54761904761905,0,[],3.0476190476190474
80,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
81,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",4,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
82,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",2,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
83,0,"[[3.0, 2.0, 1.0, 1.0, 695.6521739130435, 727.2727272727273, 206.0, 204.0]]",1,0,60.0,"['SBS 0 underloaded with 3 UEs', 'SBS 1 underloaded with 2 UEs']",3.4705485394774898
84,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",2,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
85,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
86,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,34.54761904761905,0,[],3.0476190476190474
87,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
88,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
89,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
90,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,34.54761904761905,0,[],3.0476190476190474
91,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
92,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
93,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
94,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,34.54761904761905,0,[],3.0476190476190474
95,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
96,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",1,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
97,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
98,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
99,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",1,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
100,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
101,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
102,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
103,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
104,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
105,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
106,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
107,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
108,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
109,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",4,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
110,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",1,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
111,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",5,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
112,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",2,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
113,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
114,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
115,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
116,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",1,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
117,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
118,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
119,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
120,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",2,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
121,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
122,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
123,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
124,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
125,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
126,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
127,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
128,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
129,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
130,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
131,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,34.54761904761905,0,[],3.0476190476190474
132,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
133,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
134,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
135,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
136,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,34.54761904761905,0,[],3.0476190476190474
137,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
138,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
139,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
140,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
141,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
142,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
143,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",1,34.54761904761905,0,[],3.0476190476190474
144,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",5,34.54761904761905,0,[],3.0476190476190474
145,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
146,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",3,34.54761904761905,0,[],3.0476190476190474
147,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",2,34.54761904761905,0,[],3.0476190476190474
148,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",0,34.54761904761905,0,[],3.0476190476190474
149,0,"[[5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0, 0.0]]",1,34.54761904761905,0,[],3.0476190476190474
150,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",4,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
151,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",1,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
152,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
153,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
154,0,"[[4.0, 1.0, 1.0, 1.0, 666.6666666666667, 761.9047619047619, 208.0, 202.0]]",1,0,60.0,"['SBS 0 underloaded with 4 UEs', 'SBS 1 underloaded with 1 UEs']",3.4843205574912894
155,0,"[[0.0, 5.0, 1.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,0,60.0,"['SBS 0 underloaded with 0 UEs', 'SBS 0 active with 0 UEs']",3.0476190476190474
156,0,"[[1.0, 4.0, 1.0, 1.0, 761.9047619047619, 666.6666666666667, 202.0, 208.0]]",1,0,60.0,"['SBS 0 underloaded with 1 UEs', 'SBS 1 underloaded with 4 UEs']",3.4843205574912894
157,0,"[[2.0, 3.0, 1.0, 1.0, 727.2727272727273, 695.6521739130435, 204.0, 206.0]]",5,0,60.0,"['SBS 0 underloaded with 2 UEs', 'SBS 1 underloaded with 3 UEs']",3.4705485394774898
158,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,34.54761904761905,0,[],3.0476190476190474
159,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",5,34.54761904761905,0,[],3.0476190476190474
160,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",2,34.54761904761905,0,[],3.0476190476190474
161,0,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",3,34.54761904761905,0,[],3.0476190476190474
